Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,year,GDP,GDP_growth,Country Code_y,Indicator Name_y,Indicator Code_y,Inflation
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1964,2674423922.48842,6.546069755335937,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.402731571003658
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1964,733740484526.022,7.542194206199548,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.59552813373414
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1964,582816396.404409,-0.5932991172772906,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.00401606426671
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1964,5552931318.82747,7.498486059387588,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.856793145737554
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1964,20232048552.8327,17.670987915884616,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.8237682581744
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1964,7206522121.80418,9.96834607144299,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.86701538751922
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1964,7340766415.01868,9.567902822212805,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.4749054767661
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1964,1441848721878.44,9.429479345286662,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.44489848222768
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1964,5204955900.88198,12.397968438236884,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.17958688145319
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1964,776137500.0,7.38159160856382,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.41353570491375
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1964,4353664866.67985,20.99319533951931,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.79228486663484
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1964,5953756194.80988,8.151336279064768,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.1830790570033
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1964,4429202656.90741,8.445881852581572,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.44489848222768
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1964,408349206.349206,6.367319937153582,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.36986301369865
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1964,1404569277544.68,9.253787421179682,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.33462462892781
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1964,2371808712.88889,7.448403096103862,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.79999999899983
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1964,1388282600.1961,2.7417640807647192,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.95083843356371
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1964,894153311.424857,-2.556069775720904,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.72609584374285
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1964,134400000.0,6.709011512504959,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.23387096774197
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1964,22685490195.3119,11.519728253924043,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.38766231088349
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1964,1339494267.01571,11.58291964049849,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.39656582175021
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1964,3889129942.30769,9.849908069352109,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.792079207921113
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1964,104302526502.261,11.143616795911647,TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.32403316018127
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1964,711897520.256199,4.96258317609144,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.86379762440665
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1964,11177777777.7778,7.939914163089878,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.11963781543123
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1964,1975701816.46615,28.31886518704789,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,42.3694157015186
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1964,684144620689.655,7.391168180394581,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27891156462591
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1964,11955995217.6019,10.150909325422685,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.53498854234898
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1965,26014244162.2791,9.139178648623435,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.40557275541795
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1965,10041659445.118,8.986784932437386,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.93091637676269
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1965,17597783297.4583,8.842991813915324,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.06520137474643
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1965,422916789.7483,3.0695784485037736,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.730252522661333
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1965,604377104.377104,11.093919232554494,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.86028602860271
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1965,54649410478.5226,10.394678380099842,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.33265720081135
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1965,16780226225.085,5.981711365375775,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.4144786084618
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1965,919771228.816095,-0.140283272226982,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.61117612633012
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1965,4043901818.18182,40.33795881868705,COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.72698027762915
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1965,5760761904.7619,-3.5592116434300602,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.5906836693158
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1965,592981162.264151,9.289495870928599,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.665000000583401
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1965,134774688191.161,9.279369152442897,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.24231923668133
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1965,10870670865.3211,12.330474748054442,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.44999999925051
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1965,888100000.0,-13.406777828273974,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.8916595013061
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1965,2387047395.70254,6.367735707102118,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.06907066175736
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1965,4948667540.41066,5.0840790828996285,EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.8390044616241
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1965,412774576471.606,9.315594370310464,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.66648280262594
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1965,25479619606.5284,15.991093020777525,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.2141378382198
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1965,467012617276.635,9.428406842011139,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.98661960127133
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1965,8680393838.88018,10.59252566461495,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.94058806755308
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1965,100927668584.29,8.031634471391659,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.70310455873084
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1965,226474285.779063,5.0048394273312535,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43847369595919
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1965,101824755078.991,7.8565708692943215,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.77377455386914
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1965,2053462968.0426,18.60841423948194,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,26.4447848490173
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1965,7582209670.27425,15.285352602074553,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.22087246997095
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1965,1331399900.0,2.486336886023932,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.800000000003537
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1965,651050000.0,10.142107934359679,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.18627450998763
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1965,353251800.0,8.598898430035295,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.26394257289731
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1965,59556105229.0052,5.445820641552812,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.47475859170699
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1965,3035655793.5247,6.4734554332564365,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.98812351543946
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1965,6197319929.04038,15.195125192639413,IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.15437483520967
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1965,2335785506.0858,9.332360194599755,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.45558086585781
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1965,550150987.996732,20.592589241442404,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.31706942783346
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1965,4329084428.62583,7.5724021485116255,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.708333264205
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1965,70717012186.1774,7.602224184866957,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.51926830743458
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1965,972159611.136156,8.264457140433844,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.63157894736852
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1965,97338107605.8236,11.255515245439994,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.65599094260621
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1965,997919320.832272,-0.08410571345675022,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.57852882806742
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1965,3141131708.31319,-9.654250156269239,KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.5481947104654
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1965,96773648114.8793,8.409069539424774,LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.86028602860271
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1965,1804979680.40813,34.55985099964079,LBY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.4249999996678
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1965,1698319327.73109,29.66765045553721,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.222783306254021
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1965,929477284.788002,2.041942491270299,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.33367932929353
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1965,2948331090.46752,5.359802879435116,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.4828212200169
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1965,833563472.9981,3.8731438403904583,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.20186036589442
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1965,21840000000.0,8.764940239043817,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.56803865742936
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1965,367053117.224523,-10.783821587533515,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.6923076923075
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1965,230024160.524161,5.074852432605992,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.78556598298231
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1965,2956337669.29525,10.5411017466716,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.10548523224379
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1965,796652272547.488,8.57411978052507,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.95891323232399
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1965,673383510.812866,15.539561852960215,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.37375745630592
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1965,5874537650.18494,5.791649723220038,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.10345873811619
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1965,22721869808.1438,12.306323053789336,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.90803782779622
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1965,8111945661.21624,12.563945882752424,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.18722443998004
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1965,735267082.294264,48.209816046577856,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.47186932846475
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1965,5706251400.19577,-22.26627197234895,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.39748975611084
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1965,1566490842668.13,8.644604589814818,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.18722443998004
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1965,5929231415.37169,13.91511337045106,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.56863547936375
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1965,852485300.0,9.836891014800852,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.461613216719862
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1965,5163008077.37371,18.589929070748013,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.3899613894424
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1965,6517349771.93386,9.466185021403572,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.56410256428449
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1965,4901711247.81592,10.668028254964268,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.42492777745566
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1965,443587301.587302,8.629402161237865,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.8592981578052
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1965,1527388165094.78,8.744238501699186,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.66648280262594
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1965,67970199332.8318,6.634194435262808,SAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.47186932846475
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1965,2647955557.55556,11.642880100997699,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.389105059342286
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1965,1446869619.31898,4.220107571369436,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.44602939056201
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1965,974644096.144674,9.001899751570864,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.178611297164573
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1965,877720000.0,,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.456974672917124
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1965,154150000.0,14.694940476190466,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.93423597678913
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1965,24963947414.6983,10.043676375383125,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.01277129643838
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1965,1472036540.13329,9.894948890888045,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.87897595034945
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1965,4388937649.03846,12.851401576831844,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.166333998420151
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1965,111946641395.147,7.3287916882054605,TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.63157894736852
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,1965,31555336449.1167,10.8728762720397,TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.4828212200169
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1965,67970199332.8318,6.634194435262808,TSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.47186932846475
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1965,736573158.567104,3.466178432820599,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.78161798448849
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1965,11966666666.6667,7.057654075546815,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.55553368394821
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1965,1890767155.52622,-4.298961525067013,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,56.5565565566607
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1965,741904862068.965,8.44269466316705,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.58516926383662
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1965,13068994772.4021,9.30913348946154,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.06901853294584
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1966,27349284375.8855,5.131958496577127,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.29341317365269
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1966,10939526218.6393,8.941418282790092,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05482059257987
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1966,165444571.428571,4.056486032900541,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.43686006769088
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1966,18894891312.2977,7.370860255034173,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.17434761852995
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1966,433889766.239436,2.594594671369399,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.36410601983339
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1966,669191919.191919,10.724233983286924,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.95187165775404
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1966,61252415404.686,12.082481527881072,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.81565906838453
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1966,18019402373.5388,7.384740419061453,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.77597959563696
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1966,1024102880.05862,11.343217527777849,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.19131798405668
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1966,4532660181.81818,12.086306384562784,COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.7801012491141
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1966,5428518518.51852,-5.767351467324911,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.7281682748598
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1966,647305630.188679,9.161246829006098,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.182882837621527
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1966,143304275683.979,6.328775534408848,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.53306035477689
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1966,11931740293.0378,9.760845865563406,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.06495969658815
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1966,983900000.0,10.787073527755876,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.262927256794539
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1966,216877873081.118,-0.9470815726268622,EAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.47981069723109
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1966,2429308638.838,1.7704400512341678,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.45372692773346
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1966,5278005611.91453,6.655085814807848,EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.0364406581763
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1966,446517615235.836,8.174689209947283,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.43237006366126
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1966,29559436182.9186,16.012078042738388,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.24036708297987
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1966,2324466416.0,7.614256114335194,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.36186770466907
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1966,505529224628.472,8.247444699983685,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.70335718669507
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1966,9306142171.60056,7.208755090323238,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.87365401861324
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1966,109306730313.216,8.302046253974659,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.60200076636444
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1966,245849781.273234,8.555273914440242,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.64411138096769
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1966,108572752102.045,6.627069240499739,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.90961779211889
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1966,2126300672.22965,3.547066848567537,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.2378854626539
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1966,44212081.3502297,,GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.23908192532822
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1966,8472021466.86847,11.73552084800149,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.90341596130601
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1966,1390700000.0,4.45396608487052,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.684261974465235
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1966,692150000.0,6.312879195146293,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.78423465718738
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1966,368948600.0,4.4435159282981695,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.301835853323
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1966,45581230504.071,-23.465058151801564,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.8018483489342
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1966,3198820903.82796,5.37495425704404,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.05429864140273
